clip_id,genre_key,genre,audio_path,tempo_bpm,rms_mean,rms_std,centroid_mean,centroid_std,zcr_mean,zcr_std,mfcc_mean_0,mfcc_std_0,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_mean_14,mfcc_std_14,mfcc_mean_15,mfcc_std_15,mfcc_mean_16,mfcc_std_16,mfcc_mean_17,mfcc_std_17,mfcc_mean_18,mfcc_std_18,mfcc_mean_19,mfcc_std_19,mfcc_mean_20,mfcc_std_20,mfcc_mean_21,mfcc_std_21,mfcc_mean_22,mfcc_std_22,mfcc_mean_23,mfcc_std_23,mfcc_mean_24,mfcc_std_24,mfcc_mean_25,mfcc_std_25,mfcc_mean_26,mfcc_std_26,mfcc_mean_27,mfcc_std_27,mfcc_mean_28,mfcc_std_28,mfcc_mean_29,mfcc_std_29,mfcc_mean_30,mfcc_std_30,mfcc_mean_31,mfcc_std_31,mfcc_mean_32,mfcc_std_32,mfcc_mean_33,mfcc_std_33,mfcc_mean_34,mfcc_std_34,mfcc_mean_35,mfcc_std_35,mfcc_mean_36,mfcc_std_36,mfcc_mean_37,mfcc_std_37,mfcc_mean_38,mfcc_std_38,mfcc_mean_39,mfcc_std_39
blues.00000,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00000.wav,123.046875,0.13019199669361115,0.053201235830783844,1784.416545970319,360.1941660724689,0.08306639113293343,0.02768996741355138,-113.619384765625,50.703182220458984,121.55303192138672,17.196640014648438,-19.15105628967285,15.348609924316406,42.34576416015625,12.281505584716797,-6.371164798736572,12.962432861328125,18.61302947998047,9.442965507507324,-13.692057609558105,8.222213745117188,15.339376449584961,8.310419082641602,-12.283616065979004,9.063801765441895,10.973773002624512,7.962441921234131,-8.322407722473145,7.861968517303467,8.806784629821777,7.161844253540039,-3.665800094604492,6.422743320465088,5.745936393737793,6.368751049041748,-5.161709308624268,7.058576583862305,0.7502961158752441,7.243213653564453,-1.6883563995361328,6.046867370605469,-0.4093300998210907,6.453187465667725,-2.298867702484131,7.4213666915893555,1.2199459075927734,6.853878021240234,-3.5383880138397217,6.161643981933594,-1.1400305032730103,5.613779544830322,-4.2894134521484375,6.16770076751709,-4.232805252075195,6.537206649780273,0.9163253307342529,7.904684543609619,0.9165481328964233,7.3533101081848145,-5.763322830200195,7.409958362579346,-3.930225372314453,7.012260913848877,1.5080735683441162,7.790858268737793,2.695646286010742,9.848365783691406,5.651628017425537,9.18004035949707,-3.2703444957733154,9.410400390625,-0.20387130975723267,7.67533540725708,-2.9991934299468994,7.402565956115723,4.479564666748047,7.924738883972168,-0.4717341661453247,7.3046698570251465,6.008713245391846,7.035024166107178,-0.05899891257286072,7.417178153991699,-3.4628543853759766,7.602948188781738,-1.841408371925354,7.1585540771484375
blues.00001,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00001.wav,67.99958881578948,0.09589168429374695,0.048724040389060974,1529.8713140945188,613.1978884116917,0.056044256724071206,0.03805920843998772,-207.58151245117188,88.15198516845703,123.99714660644531,23.667762756347656,8.939120292663574,23.93115234375,35.87075424194336,16.274377822875977,2.9199748039245605,16.734621047973633,21.518783569335938,12.50881576538086,-8.555365562438965,14.176376342773438,23.35593605041504,11.931994438171387,-10.101035118103027,12.893104553222656,11.906442642211914,10.215604782104492,-5.5581207275390625,10.257861137390137,5.375940322875977,9.813217163085938,-2.237830877304077,8.056107521057129,4.217123508453369,8.554411888122559,-6.011046409606934,7.24465274810791,0.9326668977737427,7.440718650817871,-0.7170267701148987,7.753276348114014,0.29233261942863464,6.938136577606201,-0.28571608662605286,7.150609493255615,0.532143771648407,6.769286155700684,-4.090438365936279,6.5387864112854,-1.2404471635818481,6.773640155792236,-2.8426907062530518,6.281554222106934,-4.355886936187744,8.391717910766602,3.2582967281341553,7.8346147537231445,1.2023576498031616,7.76689338684082,-0.03378000482916832,7.42313814163208,-0.059278979897499084,9.150579452514648,3.983368158340454,8.755370140075684,-0.4506288766860962,9.695452690124512,0.8427729606628418,8.444762229919434,-3.7514126300811768,7.306094646453857,-4.099237442016602,7.417646408081055,-2.4558746814727783,7.85068416595459,5.840260982513428,8.947632789611816,3.5573015213012695,8.736642837524414,4.896467685699463,8.344637870788574,-0.41341307759284973,7.988189220428467,-1.9990166425704956,7.616454601287842,-0.4694122076034546,7.682955741882324
blues.00002,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00002.wav,161.4990234375,0.17549368739128113,0.05246517434716225,1552.6377863181908,395.64920650086043,0.07630074799245357,0.031737819011002394,-90.77635192871094,57.61764907836914,140.4486083984375,22.563512802124023,-29.10055923461914,20.29746437072754,31.687339782714844,12.00615119934082,-13.975970268249512,12.490620613098145,25.74168586730957,8.629561424255371,-13.6447114944458,10.32875919342041,11.6231107711792,10.326069831848145,-11.775918960571289,8.104654312133789,9.700464248657227,8.236836433410645,-13.115348815917969,7.592525482177734,5.785762310028076,8.037508964538574,-8.89973258972168,7.776660919189453,-1.0870245695114136,7.598978519439697,-9.216773986816406,6.03882360458374,2.453648090362549,6.3733978271484375,-7.721793174743652,6.906538963317871,-1.8164976835250854,7.240039825439453,-3.4343533515930176,6.828620910644531,-2.2313919067382812,5.534096717834473,-4.049148082733154,6.599841117858887,-0.5699658393859863,7.697897911071777,-2.0112380981445312,7.0535993576049805,-5.386919975280762,7.240234851837158,-5.123237133026123,7.858922958374023,-7.805552005767822,6.26742696762085,-1.1680623292922974,7.132540225982666,-0.20640020072460175,7.335666656494141,1.3844019174575806,7.718958377838135,-3.0061824321746826,7.3567938804626465,-1.3840289115905762,7.170127868652344,-4.745265483856201,7.955018043518066,-0.37657400965690613,7.014268398284912,0.4943605661392212,6.886101245880127,0.4450077414512634,7.3279643058776855,-4.162732124328613,7.193946361541748,-4.808706283569336,6.6063618659973145,-6.697360038757324,6.433789253234863,-4.424347400665283,6.7643351554870605,-0.9846288561820984,6.783602714538574
blues.00003,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00003.wav,63.02400914634146,0.1411392092704773,0.07962321490049362,1070.1100585189854,429.54237913885106,0.03330894446594427,0.02056877198727728,-199.46200561523438,74.13482666015625,150.09474182128906,21.367420196533203,5.649168968200684,16.032691955566406,26.87014389038086,12.57767105102539,1.755442500114441,16.367717742919922,14.236878395080566,11.264206886291504,-4.828871726989746,12.492485046386719,9.29784870147705,9.009488105773926,-0.7531410455703735,9.61051082611084,8.147393226623535,8.439375877380371,-3.19523549079895,10.503591537475586,6.085353851318359,6.941435813903809,-2.4761879444122314,7.537466526031494,-1.0762250423431396,7.890133380889893,-2.87605619430542,7.186541557312012,0.7769086360931396,6.66760778427124,-3.3200554847717285,7.087804317474365,0.6372627019882202,6.111621856689453,-0.6175068020820618,6.106649398803711,-3.40693998336792,5.655832767486572,-1.5005991458892822,5.899070739746094,-0.05532045662403107,5.588104248046875,-1.8619186878204346,5.3326849937438965,-4.710597038269043,4.786219596862793,-3.9226369857788086,4.843675136566162,-6.653788089752197,5.296255111694336,-2.9067208766937256,5.277031421661377,-3.2318010330200195,5.1354804039001465,-0.27208971977233887,5.1437811851501465,-3.817403554916382,5.063788414001465,-2.822136402130127,6.486808776855469,-4.210176944732666,5.660429000854492,-2.7049648761749268,4.662550926208496,-3.8450145721435547,4.940506935119629,-2.5266835689544678,5.0814995765686035,-4.938648223876953,4.411506175994873,-5.952127456665039,4.470057964324951,-6.616815567016602,4.912518501281738,-6.398325443267822,5.20850133895874,-1.501763939857483,4.65082311630249
blues.00004,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00004.wav,135.99917763157896,0.09154040366411209,0.048010990023612976,1835.5070084014953,585.9472988521977,0.1015001421004257,0.044198516021300496,-160.2918701171875,72.09815979003906,126.19576263427734,29.218795776367188,-35.60249328613281,18.267780303955078,22.151166915893555,13.916655540466309,-32.48763656616211,18.34260368347168,10.862018585205078,11.610201835632324,-23.357158660888672,9.659235954284668,0.500519335269928,11.169669151306152,-11.804767608642578,11.401261329650879,1.2038744688034058,9.989755630493164,-13.08507251739502,8.961199760437012,-2.8098514080047607,9.30010986328125,-6.935618877410889,9.46644115447998,-7.559296607971191,8.422141075134277,-9.172149658203125,8.704551696777344,-4.510409832000732,9.274307250976562,-5.453735828399658,8.679181098937988,-0.9244686365127563,7.319669723510742,-4.408075332641602,7.932749271392822,-11.701834678649902,7.43068790435791,-5.859701633453369,8.21406364440918,-0.7184287905693054,7.815814018249512,0.9511255621910095,7.351698398590088,-1.2276791334152222,6.862285614013672,4.565906047821045,8.376375198364258,0.2896272838115692,9.01295280456543,-1.2837694883346558,8.542491912841797,-4.488456726074219,6.682083606719971,-0.4081263244152069,7.6307597160339355,0.2756422758102417,9.017417907714844,8.477828979492188,9.165462493896484,3.641650676727295,8.581589698791504,-3.0047833919525146,7.244865417480469,-6.10731315612793,7.140053749084473,-6.9527907371521,7.082325458526611,-4.075172424316406,6.686279773712158,-1.1369303464889526,5.844619274139404,-0.4846315085887909,7.249937057495117,-4.788031578063965,7.957916259765625,-3.219374656677246,7.005101680755615
blues.00005,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00005.wav,69.83741554054055,0.10343772172927856,0.06311682611703873,1831.9900685948742,1015.5272536119522,0.09403986975135449,0.07897575479333778,-177.88876342773438,85.46055603027344,118.18952941894531,56.54741287231445,-17.550724029541016,25.576313018798828,30.753095626831055,22.04511833190918,-21.732101440429688,20.820209503173828,11.898541450500488,16.31228256225586,-20.73227882385254,13.032559394836426,3.1761655807495117,11.562215805053711,-8.57576847076416,13.127510070800781,-0.9401869773864746,10.00648021697998,-11.773797035217285,8.751917839050293,-2.4260776042938232,8.86025333404541,-9.342486381530762,8.95168399810791,-9.94708251953125,6.895874977111816,-3.9053468704223633,7.7492804527282715,-5.568541526794434,8.519500732421875,-1.8399688005447388,8.289742469787598,-2.784175157546997,6.516645908355713,-3.0461127758026123,6.311036586761475,-8.115227699279785,6.803858280181885,-2.4678447246551514,7.58631706237793,-1.712396502494812,8.0186185836792,-4.27954626083374,7.790401458740234,-4.638530731201172,9.803414344787598,-2.328432559967041,13.955107688903809,0.9241534471511841,13.433865547180176,4.378612041473389,14.163168907165527,5.194025993347168,11.380974769592285,5.69481897354126,10.67675495147705,2.529237985610962,10.962787628173828,2.6135969161987305,9.958202362060547,-4.352427005767822,8.219802856445312,-6.809110164642334,8.134182929992676,-2.911618709564209,8.1719331741333,-1.0631216764450073,6.735637187957764,1.908479928970337,8.327670097351074,1.0155057907104492,6.942890167236328,-3.1086466312408447,6.427525997161865,-5.304874897003174,7.217202186584473,-5.263714790344238,7.713299751281738
blues.00006,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00006.wav,71.77734375,0.14168789982795715,0.09371677786111832,1459.0353761872718,661.9048512246569,0.07302790308146284,0.0436989109483751,-190.17503356933594,98.21621704101562,130.29241943359375,43.98217010498047,-36.34846496582031,36.16136169433594,33.02908706665039,21.91622543334961,11.085683822631836,32.917903900146484,-0.596373975276947,16.73988151550293,-20.882356643676758,12.316180229187012,0.27711448073387146,10.14377498626709,-6.500869274139404,11.451950073242188,-5.515624523162842,12.38908576965332,-7.8452887535095215,9.358327865600586,-3.1236002445220947,8.014026641845703,-6.595715045928955,8.897414207458496,-9.947578430175781,7.94193696975708,-6.5409255027771,9.296062469482422,-10.071381568908691,9.128131866455078,-10.912118911743164,7.545707702636719,-6.970003128051758,6.186081409454346,-3.4485127925872803,6.934953689575195,-6.498457431793213,8.367770195007324,-7.120298385620117,8.89982795715332,-7.136389255523682,10.524752616882324,-5.285489559173584,11.217107772827148,-4.590285301208496,9.12485408782959,-3.2386980056762695,8.264854431152344,-2.8989832401275635,10.293747901916504,1.4235080480575562,12.388142585754395,2.9203238487243652,12.097451210021973,2.117769718170166,12.672839164733887,-1.4764494895935059,13.393625259399414,-0.6344612836837769,11.198823928833008,2.959226608276367,10.336572647094727,2.6075634956359863,10.024627685546875,1.7993202209472656,9.364276885986328,-1.978902816772461,8.588659286499023,-5.175631523132324,7.565095901489258,-2.3760101795196533,7.528872966766357,0.1422298550605774,8.084625244140625,3.708780288696289,10.460536003112793,5.25921106338501,11.56186580657959
blues.00007,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00007.wav,92.28515625,0.13174523413181305,0.0743989422917366,1451.8494584581754,670.7739279240661,0.06143500266060371,0.043011742599829005,-179.4200897216797,81.08917236328125,136.4420928955078,38.47041320800781,-26.644330978393555,24.310028076171875,39.97958755493164,18.792530059814453,5.301819324493408,25.503875732421875,10.921232223510742,11.677462577819824,-20.555343627929688,12.794587135314941,8.507474899291992,12.30766773223877,-11.354357719421387,13.115825653076172,-3.469099998474121,13.357223510742188,-8.414112091064453,12.151824951171875,-6.9569783210754395,9.153007507324219,-3.5483481884002686,9.660816192626953,-8.05168342590332,7.5806756019592285,-8.96048355102539,9.071808815002441,-8.421077728271484,8.39505672454834,-10.558598518371582,7.213344573974609,-10.790192604064941,7.779408931732178,-4.7007951736450195,8.098763465881348,-8.638815879821777,7.505687713623047,-11.027576446533203,7.459610462188721,-10.391632080078125,8.068391799926758,-1.8577003479003906,7.218844890594482,-1.449254035949707,9.877154350280762,-3.1238863468170166,7.343222618103027,-1.1837949752807617,6.410371780395508,-3.6141505241394043,6.2050909996032715,-3.2580406665802,6.242028713226318,-0.6348769068717957,7.0905938148498535,0.8947244882583618,8.930402755737305,4.016709804534912,9.466720581054688,2.700859308242798,8.245841979980469,-0.17025510966777802,8.59280776977539,-2.520089864730835,9.68309497833252,-3.4514689445495605,8.734061241149902,-2.8848891258239746,6.89825439453125,0.7313575148582458,6.543532371520996,-1.9445959329605103,6.341380596160889,-4.865746974945068,7.032105922698975,-3.2380964756011963,7.982607841491699
blues.00008,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00008.wav,83.35433467741936,0.1423606276512146,0.03876723721623421,1719.2739373344168,404.2148603391187,0.06402757957623839,0.02705344827055859,-121.38711547851562,51.20196533203125,122.5053939819336,20.364900588989258,-14.739392280578613,18.476789474487305,46.13529586791992,13.921793937683105,-8.160383224487305,13.293728828430176,20.170509338378906,10.343644142150879,-19.16931915283203,7.594192028045654,23.050188064575195,8.770052909851074,-11.82593822479248,6.517716884613037,21.173410415649414,7.644031524658203,-6.720290660858154,6.997152328491211,7.005017280578613,7.499757766723633,-12.739909172058105,7.867430686950684,5.064208984375,7.10959529876709,-5.173074722290039,5.72974157333374,-1.446995735168457,7.1106109619140625,-7.036928176879883,5.375159740447998,2.6948740482330322,6.077126979827881,3.4093332290649414,5.807247638702393,-2.6991913318634033,6.00809907913208,-4.270566940307617,4.772871017456055,-0.6270923018455505,5.179100036621094,-4.287083148956299,5.3942413330078125,-13.374434471130371,7.091989040374756,-8.278329849243164,6.512161731719971,-2.0942797660827637,6.247610569000244,10.55901050567627,8.738029479980469,2.919302463531494,7.081708908081055,-1.0299447774887085,6.3859052658081055,-0.7499114871025085,6.432573318481445,-0.5007922053337097,7.702983379364014,-1.4041351079940796,7.282317161560059,-1.8816167116165161,5.860294818878174,-1.8108868598937988,6.518948078155518,2.3648855686187744,6.369170188903809,-4.303408622741699,5.403116226196289,-3.878964424133301,5.531527519226074,-5.098445415496826,4.57193660736084,0.4916025996208191,5.159853935241699,1.1653896570205688,5.552280426025391
blues.00009,blues,blues,/content/drive/MyDrive/EECS6895/finalproject/dataset/genres_original/blues/blues.00009.wav,80.74951171875,0.08132097870111465,0.065934918820858,1817.529546414671,546.1286759179145,0.0792153184258901,0.03710199195397739,-213.20455932617188,78.3143081665039,115.154541015625,28.262224197387695,-11.720499038696289,25.864158630371094,39.03255081176758,18.730318069458008,-20.357816696166992,23.071657180786133,13.089921951293945,16.68489646911621,-9.180810928344727,11.249238967895508,9.023634910583496,8.243319511413574,-14.101019859313965,10.496002197265625,4.283333778381348,9.6171875,-6.044192790985107,9.212238311767578,3.786364793777466,10.222246170043945,0.22369006276130676,8.740899085998535,-5.114482879638672,9.2420654296875,-0.4145350158214569,10.200085639953613,-1.1849002838134766,7.7026753425598145,-1.9183379411697388,7.647867202758789,-2.295797348022461,9.120192527770996,2.891230821609497,8.777186393737793,-4.234533786773682,9.566596031188965,1.5900458097457886,11.719563484191895,2.4610612392425537,9.18033504486084,-0.9093408584594727,8.910832405090332,1.8585115671157837,9.590069770812988,5.0403571128845215,10.713071823120117,0.7727154493331909,10.453985214233398,5.645508766174316,10.066441535949707,0.44147512316703796,8.550751686096191,-0.9109865427017212,9.019572257995605,-2.2136170864105225,8.696616172790527,-1.8996402025222778,8.510069847106934,-3.4583849906921387,6.981747627258301,-0.9660865664482117,7.182409286499023,1.5506601333618164,9.384991645812988,3.1903367042541504,10.28608512878418,4.552811622619629,8.989041328430176,1.9053441286087036,7.467239856719971,-0.6807788610458374,7.0491719245910645,-2.7371292114257812,8.144186973571777,-0.059521183371543884,9.921625137329102
